,user_id,cate_name,rating
18833,A1LUFFRSGT7PTI,Lures,3.0
18834,A1LUFGTDRDKC01,Planters,5.0
18835,A1LUFTOJ68SBED,Traps,5.0
18836,A1LUHGTT4MW4CC,Garden Hoses,4.0
18837,A1LUHTQLOHPKCV,Garden Hoses,2.0
18838,A1LUI80CZFTEJL,Traps,5.0
18839,A1LUJ2A1H93196,Planters,5.0
18840,A1LUK8APLC16WK,Stands,5.0
18841,A1LUL5SDU533EE,Flowers,4.0
18842,A1LULH3YTYY7O3,Planters,5.0
18843,A1LUM8G3XIJBYW,Garden Hoses,5.0
18844,A1LUMG77ZL3HQO,Flowers,5.0
18845,A1LUO6LVGBQTSB,Planters,4.0
18846,A1LUPQP72G566O,Garden Hoses,5.0
18847,A1LUVS1TUMNQ1P,Planters,3.0
18848,A1LUW5T7SDLFEL,Planters,4.0
18849,A1LUWG4IN9I3PM,Garden Hoses,5.0
18850,A1LUWYP2KMXH98,Hand Tools,5.0
18851,A1LUXWKJ43SXK6,Feeders,4.0
18852,A1LUY2HRHMG4Z3,Garden Hoses,5.0
18853,A1LUY5JTJG0IBQ,Flowers,3.0
18854,A1LUYMLJZBPX5G,Feeders,1.0
18855,A1LUYS6DVJUOUN,Traps,1.0
18856,A1LV0N79053FTW,Hand Tools,5.0
18857,A1LV0N79053FTW,Lures,5.0
18858,A1LV0N79053FTW,Traps,5.0
18859,A1LV5CLNOFTQ39,Lures,1.0
18860,A1LV67PIGAV5CP,Feeders,5.0
18861,A1LV7MYZURBMJ2,Flowers,5.0
18862,A1LV7MYZURBMJ2,Planters,1.0
18863,A1LV9N7Z2DRZS0,Traps,1.0
18864,A1LVAX38KSRZ5D,Traps,1.0
18865,A1LVBDM9NG4HQF,Planters,5.0
18866,A1LVBUH7APGDJW,Garden Hoses,1.0
18867,A1LVCWRU2GVB3Q,Feeders,5.0
18868,A1LVD2L72HBZKL,Traps,4.5
18869,A1LVEX1WYWB8BG,Hand Tools,5.0
18870,A1LVGLHUIB7HL,Garden Hoses,5.0
18871,A1LVLRQ57519VB,Planters,4.5
18872,A1LVLRQ57519VB,Stands,2.0
18873,A1LVN237Q3PJJT,Garden Hoses,5.0
18874,A1LVOORE9YB3D8,Garden Hoses,1.0
18875,A1LVPFTXD0CE9P,Feeders,5.0
18876,A1LVQN7Z129FRW,Garden Hoses,5.0
18877,A1LVZVBZ04P5YX,Feeders,5.0
18878,A1LW3033U08DIC,Traps,1.0
18879,A1LW3BW50RJSJ6,Feeders,4.0
18880,A1LW3ZXPLBH3N9,Feeders,1.0
18881,A1LW4ZKC9DGXMC,Planters,5.0
18882,A1LW5BL157MY34,Garden Hoses,5.0
18883,A1LW5RIRK9YFCN,Traps,4.0
18884,A1LW7TH9OO6163,Traps,3.0
18885,A1LWABYCV2YE0M,Feeders,4.0
18886,A1LWC5M6VDMPC5,Feeders,5.0
18887,A1LWD278335T6X,Feeders,5.0
18888,A1LWDQDATQ36YL,Flowers,3.0
18889,A1LWFJRITZLYUG,Flowers,5.0
18890,A1LWFZK0R71IXT,Traps,1.0
18891,A1LWHK8JW19XN3,Flowers,4.0
18892,A1LWIO81Z3NLBX,Feeders,2.0
18893,A1LWJSAL0R0AA6,Traps,5.0
18894,A1LWJUD7CHZYHJ,Flowers,1.0
18895,A1LWLJCD7J3BR1,Garden Hoses,5.0
18896,A1LWN1DP0E2LJR,Planters,5.0
18897,A1LWNKWJ9HWBQP,Planters,1.0
18898,A1LWO9EB5U03QS,Traps,3.0
18899,A1LWOZXSTKGF0J,Garden Hoses,1.0
18900,A1LWPLRDS1ZGTO,Traps,3.0
18901,A1LWQ0H5LXU18L,Feeders,5.0
18902,A1LWQGOYO83ZV1,Feeders,1.0
18903,A1LWQI8KXILIAE,Garden Hoses,5.0
18904,A1LWUPHRSOKRXG,Feeders,1.0
18905,A1LWWZEBAQ1RFS,Feeders,1.0
18906,A1LWZDFN9C9RFX,Feeders,5.0
18907,A1LX1SERHYD1HS,Garden Hoses,5.0
18908,A1LX3DGF3G6YEQ,Traps,2.0
18909,A1LX4X3SGTG932,Flowers,3.0
18910,A1LX5UZEICPRKS,Feeders,4.0
18911,A1LX6Q3IEZ86PV,Flowers,5.0
18912,A1LX8KGXY1V87Q,Planters,5.0
18913,A1LXB5TO8EPSJ7,Flowers,5.0
18914,A1LXBS0CDL1HJE,Flowers,4.0
18915,A1LXEIB3XJTI72,Stands,5.0
18916,A1LXESUUNI846B,Feeders,4.0
18917,A1LXFFX0ZGWO60,Feeders,2.0
18918,A1LXHQM4NSC1T4,Garden Hoses,4.0
18919,A1LXITHZ19YV25,Lures,5.0
18920,A1LXL3N8LYY9EE,Garden Hoses,1.0
18921,A1LXLNYM5615PH,Garden Hoses,1.0
18922,A1LXMPCOF9720C,Garden Hoses,5.0
18923,A1LXNSQADQUXI5,Traps,4.0
18924,A1LXNV96N9EQ6E,Traps,5.0
18925,A1LXOW74MNA6NO,Traps,5.0
18926,A1LXSFZ5KUWDT9,Traps,1.0
18927,A1LXVKS73TCBAL,Flowers,4.0
18928,A1LXWKPKT1KJYU,Feeders,3.0
18929,A1LXYG1BHN4FW3,Traps,4.0
18930,A1LY52QC5UKHPD,Feeders,2.0
18931,A1LY59D2L8E49P,Flowers,3.0
18932,A1LY7KDQ9QVVTL,Lures,1.0
18933,A1LY8WFOHI8Q6C,Feeders,4.0
18934,A1LYA75M0OK588,Planters,5.0
18935,A1LYAXT5XNMBFJ,Planters,5.0
18936,A1LYBQAAANDVN6,Flowers,1.0
18937,A1LYCRPIPDD27W,Flowers,1.0
18938,A1LYDQF1OI8KO0,Flowers,5.0
18939,A1LYEF7P5NWBGC,Traps,5.0
18940,A1LYF9IB6LGH0H,Feeders,5.0
18941,A1LYGH4XLACI69,Planters,5.0
18942,A1LYI0OHS9VKLV,Lures,5.0
18943,A1LYKMIC09QLVH,Traps,5.0
18944,A1LYL1MF09QZXA,Traps,2.0
18945,A1LYM7NDTGZPSX,Garden Hoses,5.0
18946,A1LYNW1XYDUJLM,Feeders,5.0
18947,A1LYPTJW8GRGL,Garden Hoses,3.0
18948,A1LYRT6851354R,Flowers,3.5
18949,A1LYVV8L5RX65R,Planters,5.0
18950,A1LYWPZ61WES2L,Traps,4.0
18951,A1LZ2NE2OGN524,Garden Hoses,1.0
18952,A1LZ4GI8DAAW8C,Planters,5.0
18953,A1LZ4UI6VBC3F6,Stands,5.0
18954,A1LZ5GOORQXGHJ,Hooks & Hangers,1.0
18955,A1LZ5KQKKL8F0W,Garden Hoses,5.0
18956,A1LZ5KQKKL8F0W,Lures,5.0
18957,A1LZ5XGXN355KP,Flowers,1.0
18958,A1LZ6PA0F94WLU,Feeders,5.0
18959,A1LZ84VTT5O4CF,Garden Hoses,2.0
18960,A1LZAP6CRVLZV7,Flowers,1.0
18961,A1LZBC8TKU8GXA,Planters,4.0
18962,A1LZDGCESD62X7,Garden Hoses,1.0
18963,A1LZDK5GXJNJTB,Traps,3.0
18964,A1LZDP6GYIYBZJ,Garden Hoses,5.0
18965,A1LZEF8Z8BXLGV,Cacti & Succulents,5.0
18966,A1LZEF8Z8BXLGV,Planters,5.0
18967,A1LZERXV9I2X30,Feeders,5.0
18968,A1LZM76XSMQTFJ,Traps,5.0
18969,A1LZMM42E1WBLK,Traps,5.0
18970,A1LZQ9C76R5BAG,Traps,5.0
18971,A1LZRV4EYHZ846,Hand Tools,5.0
18972,A1LZSJVUO8408W,Flowers,1.0
18973,A1LZTW16XAFB52,Traps,5.0
18974,A1LZZIL05NJTAD,Traps,5.0
18975,A1LZZPNK39T62C,Cacti & Succulents,5.0
18976,A1M02LZS1GWWQ0,Hooks & Hangers,5.0
18977,A1M02M7R1QJFA2,Lures,5.0
18978,A1M03PLKTI9E5D,Garden Hoses,4.0
18979,A1M04SHTQ4LF5N,Flowers,4.0
18980,A1M05CZA6C946T,Planters,5.0
18981,A1M05U1CYBDE46,Flowers,5.0
18982,A1M05U1CYBDE46,Planters,5.0
18983,A1M06HEF2BLPOV,Garden Hoses,3.0
18984,A1M06PAGKKK6LU,Feeders,5.0
18985,A1M06TW8PCUKNK,Traps,1.0
18986,A1M087K0UEJBTR,Feeders,2.0
18987,A1M08AL77FEEJ1,Hooks & Hangers,5.0
18988,A1M0BXCY7YI1V2,Feeders,5.0
18989,A1M0C4ESDFGCJP,Ant,5.0
18990,A1M0F5NDBWS5WW,Traps,5.0
18991,A1M0I7L92IZTBY,Flowers,4.0
18992,A1M0IRASHHYOC2,Feeders,5.0
18993,A1M0JK2Y9QUC0K,Garden Hoses,3.0
18994,A1M0K7XQJJ8TN7,Garden Hoses,1.0
18995,A1M0KBHW6VZTXP,Traps,1.0
18996,A1M0N3V7W262FQ,Planters,5.0
18997,A1M0NJYUC4RJOJ,Traps,2.0
18998,A1M0NOA86RVDIW,Feeders,5.0
18999,A1M0QHI8MTJMAD,Planters,5.0
19000,A1M0QZ642UKWHA,Feeders,5.0
19001,A1M0SOSBKU8FCZ,Feeders,4.5
19002,A1M0T5TT2PNPBX,Traps,3.0
19003,A1M0T9PPCDZGKL,Lures,5.0
19004,A1M0T9PPCDZGKL,Traps,2.0
19005,A1M0URHVI4GQWS,Planters,5.0
19006,A1M0UUTQ8EUNMJ,Planters,4.0
19007,A1M0VRITABSIQ6,Flowers,1.0
19008,A1M0X8G321RX59,Garden Hoses,5.0
19009,A1M0YTZ72LPIDT,Feeders,1.0
19010,A1M12UATMXTUU1,Stands,5.0
19011,A1M13CDV7FDKUT,Garden Hoses,1.0
19012,A1M16A0YG69AO1,Garden Hoses,1.0
19013,A1M16S55XT260X,Traps,5.0
19014,A1M18D2PKZWG01,Traps,1.0
19015,A1M18KDFVJ8A5E,Traps,5.0
19016,A1M1DOP3UXIEXO,Feeders,1.0
19017,A1M1G059QYFFO8,Traps,4.0
19018,A1M1GL2X80S7JG,Garden Hoses,4.0
19019,A1M1K9HA95DJN7,Flowers,5.0
19020,A1M1KBF3FVC8BM,Garden Hoses,3.0
19021,A1M1KHSHV1ONW8,Garden Hoses,5.0
19022,A1M1KX4ROR0DXZ,Planters,5.0
19023,A1M1O53K57Q0Q9,Deer Off,5.0
19024,A1M1PCCOA2IYBW,Traps,1.0
19025,A1M1PUQXQ5CI6A,Feeders,5.0
19026,A1M1RQACGBTEDG,Garden Hoses,5.0
19027,A1M1XD6EKU8LDZ,Garden Hoses,1.0
19028,A1M1Y5UGONAW06,Feeders,4.333333333333333
19029,A1M1Y5UGONAW06,Garden Hoses,5.0
19030,A1M216ZUDVUK9S,Garden Hoses,5.0
19031,A1M21JRV70L1TW,Flowers,5.0
19032,A1M22X653S71KU,Stands,2.0
19033,A1M23NN264O1ZR,Garden Hoses,4.0
19034,A1M24C6DVLUKXS,Traps,5.0
19035,A1M24FX80F3FLA,Traps,5.0
19036,A1M250IP5TCHYM,Traps,1.0
19037,A1M26D7ZU8N6WU,Hand Tools,5.0
19038,A1M26PHH70QROY,Cacti & Succulents,1.0
19039,A1M28UIA4TNAFE,Garden Hoses,1.0
19040,A1M29CAWCGT1FV,Traps,5.0
19041,A1M2AGZ8AE0V6F,Feeders,1.0
19042,A1M2BNK9Y665P0,Feeders,5.0
19043,A1M2C49S4GG5CA,Garden Hoses,4.333333333333333
19044,A1M2D1QG0F187S,Feeders,3.0
19045,A1M2FJRO8PG1OA,Feeders,5.0
19046,A1M2I5E7YM0MTA,Flowers,5.0
19047,A1M2K429Q41IOY,Traps,5.0
19048,A1M2MFIJXAQ262,Stands,5.0
19049,A1M2MJWKD92QO6,Garden Hoses,5.0
19050,A1M2MR2100R65E,Traps,5.0
19051,A1M2NH267PKS0Q,Planters,3.0
19052,A1M2NPCSWA6F4E,Traps,4.0
19053,A1M2O8CV5G50YH,Planters,4.0
19054,A1M2OJO3XKQ5RI,Garden Hoses,5.0
19055,A1M2QK0L78CZV5,Lures,5.0
19056,A1M2QK0L78CZV5,Traps,5.0
19057,A1M2QMV7QICH3,Traps,5.0
19058,A1M2SEOC6JBP23,Planters,5.0
19059,A1M2TB5CFFS7H8,Feeders,4.5
19060,A1M2U96QTZF6DB,Traps,2.0
19061,A1M2UR0V6CJLDR,Traps,1.0
19062,A1M3272642DYOR,Traps,3.0
19063,A1M32UZ0HO00DR,Traps,4.0
19064,A1M36KOFXET677,Garden Hoses,1.0
19065,A1M36OJLDA0PYC,Planters,5.0
19066,A1M385S2GY09GD,Planters,3.0
19067,A1M388SXE8GCRJ,Planters,3.0
19068,A1M38Y94VKXMX2,Flowers,1.0
19069,A1M38Y99WL7H0B,Planters,5.0
19070,A1M3B09WJG57CR,Traps,5.0
19071,A1M3D1SZU7C7EX,Feeders,4.0
19072,A1M3EE8V0K42ZH,Traps,2.0
19073,A1M3FBA6F7EX6,Hand Tools,4.0
19074,A1M3FK8PWN8PZW,Feeders,5.0
19075,A1M3GU0CFPJBER,Flowers,5.0
19076,A1M3GU0CFPJBER,Planters,5.0
19077,A1M3GU0CFPJBER,Stands,5.0
19078,A1M3L2TCYNJOFB,Planters,5.0
19079,A1M3M0BAZXQERU,Lures,5.0
19080,A1M3NVR8A3O627,Lures,5.0
19081,A1M3NVR8A3O627,Traps,4.0
19082,A1M3Q58BYCCT8D,Traps,5.0
19083,A1M3Q8QXLJAD09,Traps,4.0
19084,A1M3TZ7IEU5568,Garden Hoses,2.0
19085,A1M3UAI4TBCHGO,Feeders,5.0
19086,A1M3WH5966BRFF,Stands,4.0
19087,A1M40Z4QIE2MU7,Feeders,1.0
19088,A1M43OXN3SA8NN,Garden Hoses,1.0
19089,A1M465MG39JW1B,Garden Hoses,1.0
19090,A1M47LJI5QV0HY,Traps,2.0
19091,A1M4A6E9P1H8W2,Planters,4.0
19092,A1M4CU3NXD82AZ,Flowers,2.0
19093,A1M4CU3NXD82AZ,Garden Hoses,3.0
19094,A1M4D8HNEKH4U4,Feeders,5.0
19095,A1M4ELTV9CPYJP,Planters,1.0
19096,A1M4HCAFYJIK1U,Traps,5.0
19097,A1M4HREVUK2H9V,Traps,4.0
19098,A1M4LEZI8ZZZVN,Flowers,3.0
19099,A1M4LPDNX6E2T0,Planters,5.0
19100,A1M4MXX2MRA6OX,Traps,5.0
19101,A1M4N6NYU66M4C,Flowers,5.0
19102,A1M4O0Z9LTO3ZM,Garden Hoses,5.0
19103,A1M4QC5BZDMBIZ,Pool Enzymes,3.0
19104,A1M4QSQJ6AUM9W,Flowers,4.0
19105,A1M4RZR6UCXE7M,Planters,1.0
19106,A1M4T5J9RAMVZ5,Garden Hoses,1.0
19107,A1M4TGC71G35K0,Planters,5.0
19108,A1M4ZKZV04JKYV,Traps,5.0
19109,A1M50IG649L5K1,Traps,5.0
19110,A1M5179AQJDUOY,Stands,3.0
19111,A1M51CU8JCH8KE,Garden Hoses,1.0
19112,A1M51P8Z2MXR6H,Planters,5.0
19113,A1M544RIN0KAIC,Planters,1.0
19114,A1M55NNILBG3D6,Planters,4.0
19115,A1M56V51BOHSYD,Planters,5.0
19116,A1M58W1FQLRJSX,Planters,3.0
19117,A1M591XJ17PFYV,Flowers,5.0
19118,A1M59846UAZEMX,Garden Hoses,3.0
19119,A1M5BKGUR6BYLP,Stands,5.0
19120,A1M5EPN7O7SK8L,Ant,5.0
19121,A1M5H9NTGVVZYE,Garden Hoses,1.0
19122,A1M5HT3HW2HC3V,Hooks & Hangers,5.0
19123,A1M5M5RDFM64OR,Planters,5.0
19124,A1M5MVOW5J9CGL,Garden Hoses,5.0
19125,A1M5P08DHHSFTD,Feeders,4.0
19126,A1M5P08DHHSFTD,Planters,5.0
19127,A1M5QG9BD853S3,Traps,5.0
19128,A1M5RHUDTUQ7TF,Traps,5.0
19129,A1M5RQUAQK3WVQ,Feeders,3.0
19130,A1M5S0759008LC,Traps,5.0
19131,A1M5SLBIDYU2NT,Flowers,5.0
19132,A1M5X6I2BJUQF7,Traps,5.0
19133,A1M5YDKQLYBPNP,Lures,5.0
19134,A1M5YP3U5Z9UB9,Garden Hoses,5.0
19135,A1M5ZIQU3RP487,Planters,4.0
19136,A1M5ZT35YX6TIN,Planters,5.0
19137,A1M5ZT35YX6TIN,Traps,4.666666666666667
19138,A1M5ZZOJEDJMWY,Traps,5.0
19139,A1M620HT4DA490,Traps,3.0
19140,A1M67AQ58FQ2QV,Feeders,1.0
19141,A1M68Q63YBQ6MP,Garden Hoses,5.0
19142,A1M69ORTSJUODV,Feeders,5.0
19143,A1M6B8HOK0F1BU,Traps,5.0
19144,A1M6D4RPSG88JQ,Garden Hoses,5.0
19145,A1M6G923259Q39,Feeders,2.0
19146,A1M6I0WZYFSQJ4,Feeders,3.0
19147,A1M6JS9CTHT8RX,Feeders,2.0
19148,A1M6KQM4W2G7JK,Lures,5.0
19149,A1M6KVURTLHSUA,Flowers,5.0
19150,A1M6M88Y9KSWBY,Traps,5.0
19151,A1M6NEGPLC25MO,Lures,5.0
19152,A1M6QX02S7HG2B,Garden Hoses,5.0
19153,A1M6U2TSQI21O5,Feeders,5.0
19154,A1M6WQHRH8523C,Traps,5.0
19155,A1M6Z0NSZJB8AM,Traps,5.0
19156,A1M71LS3MV2NLL,Feeders,5.0
19157,A1M72ZVVHYJ9Y5,Cacti & Succulents,5.0
19158,A1M72ZVVHYJ9Y5,Flowers,5.0
19159,A1M74G9A6B06LU,Hand Tools,5.0
19160,A1M7950FZA1UKR,Traps,5.0
19161,A1M79QGD56XJKI,Planters,5.0
19162,A1M7ASTR1XL0K3,Traps,4.0
19163,A1M7EISYZHDRIU,Traps,5.0
19164,A1M7F1M4VJBA8X,Traps,5.0
19165,A1M7GCMBNIV6C,Garden Hoses,5.0
19166,A1M7GI344JHKAY,Planters,5.0
19167,A1M7KOCC9KMRVF,Garden Hoses,4.0
19168,A1M7KZMKXT8UEZ,Garden Hoses,1.0
19169,A1M7NCRA7QTF40,Traps,5.0
19170,A1M7OD4F6ZSSDO,Traps,5.0
19171,A1M7S8I809OYFR,Garden Hoses,1.0
19172,A1M7SLHST9AVGH,Garden Hoses,2.0
19173,A1M7VLUUTO1NRL,Garden Hoses,4.0
19174,A1M7VLUUTO1NRL,Planters,5.0
19175,A1M7VMSC3OAN7Q,Planters,5.0
19176,A1M7WCDKT4A5RD,Planters,5.0
19177,A1M86VREYIKJVL,Traps,4.0
19178,A1M88FO7KWGGNE,Deer Off,5.0
19179,A1M88P3JG6G634,Hand Tools,2.0
19180,A1M8ANLXBQZRFJ,Garden Hoses,2.0
19181,A1M8HRC9NC6K6R,Flowers,1.0
19182,A1M8HUWBRE3AZH,Garden Hoses,5.0
19183,A1M8I4CKV0J5V,Traps,5.0
19184,A1M8KC3LGA6F76,Lures,5.0
19185,A1M8MU4PDMWQPM,Feeders,5.0
19186,A1M8MU4PDMWQPM,Flowers,1.0
19187,A1M8TW2SEIIGSW,Planters,5.0
19188,A1M8UUO9BBKEFJ,Traps,4.0
19189,A1M8VAPAGG48PG,Planters,4.0
19190,A1M8VAR3XFONBQ,Planters,4.0
19191,A1M8W47Y72YQZA,Planters,5.0
19192,A1M8XVZRDQX7DE,Stands,4.0
19193,A1M9126YPQPS3L,Garden Hoses,1.0
19194,A1M9126YPQPS3L,Traps,1.5
19195,A1M9150UBACVBX,Feeders,4.0
19196,A1M9150UBACVBX,Traps,4.0
19197,A1M917LODX8DHG,Feeders,4.0
19198,A1M92239OM8KPO,Traps,3.0
19199,A1M930P8HSCS0C,Planters,4.0
19200,A1M94LSLF5TZ3,Pool Enzymes,5.0
19201,A1M964EKH8HGFN,Traps,5.0
19202,A1M989BY035V89,Flowers,3.0
19203,A1M989BY035V89,Planters,3.0
19204,A1M9CH4ERVNQ50,Traps,5.0
19205,A1M9IEB29Z9MPT,Feeders,5.0
19206,A1M9JEKFLMXL9S,Traps,5.0
19207,A1M9LP0W43Q28V,Planters,3.0
19208,A1M9MW31U82A2,Planters,5.0
19209,A1M9PP3OUG7P9N,Lures,5.0
19210,A1M9Q4LXW9DX21,Traps,5.0
19211,A1M9QRMH4OGXAN,Feeders,4.0
19212,A1M9RC6SYR0HJW,Traps,1.0
19213,A1M9VCFYG6OVP3,Flowers,1.0
19214,A1M9XKLTATC1CH,Feeders,5.0
19215,A1M9Y0OUDXE8OH,Planters,4.0
19216,A1M9Z5BG110Y9W,Planters,1.0
19217,A1M9ZJOKK9LGXY,Feeders,5.0
19218,A1MA08JWYJHEV,Garden Hoses,1.0
19219,A1MA0LS4G9M3MZ,Lures,5.0
19220,A1MA1WURB3BB81,Traps,5.0
19221,A1MA2LCN3D1936,Garden Hoses,1.0
19222,A1MA34HAQQ0FDK,Planters,4.0
19223,A1MA5TNAUHBLIM,Planters,2.0
19224,A1MABR7N17D49I,Traps,5.0
19225,A1MACRN6HPL3AC,Garden Hoses,4.0
19226,A1MADEX61SO6D,Feeders,5.0
19227,A1MAI0TUIM3R2X,Garden Hoses,5.0
19228,A1MAI0TUIM3R2X,Stands,4.0
19229,A1MAII2XEIQEYB,Stands,5.0
19230,A1MAJGSZKI5O0P,Garden Hoses,5.0
19231,A1MAJNFKYZE9Z6,Feeders,5.0
19232,A1MAK1CSU7IXHY,Flowers,4.0
19233,A1MAL9DEWM88BZ,Garden Hoses,1.0
19234,A1MAMOCLU0MUUL,Garden Hoses,1.0
19235,A1MAMOCLU0MUUL,Traps,5.0
19236,A1MAN3MMHRFC62,Traps,3.0
19237,A1MAON3CK3RR6E,Hooks & Hangers,4.0
19238,A1MAPCFHGAISMD,Planters,5.0
19239,A1MAQHECJKA2OV,Garden Hoses,5.0
19240,A1MAQZFD4ETZPC,Feeders,5.0
19241,A1MARAQZIUOAVK,Traps,4.0
19242,A1MAS9C5XDRWNY,Hooks & Hangers,4.0
19243,A1MASK2XKRKDAK,Feeders,5.0
19244,A1MASK2XKRKDAK,Garden Hoses,5.0
19245,A1MASK2XKRKDAK,Traps,5.0
19246,A1MAT6QXRL5KOW,Traps,1.0
19247,A1MAY4HCNO8JR1,Traps,5.0
19248,A1MB0A61NV769U,Traps,1.0
19249,A1MB1D68FIJFSR,Garden Hoses,5.0
19250,A1MB36WWSKHQC6,Garden Hoses,1.0
19251,A1MB3781B2JAT0,Traps,5.0
19252,A1MB528L8JZ0GT,Garden Hoses,4.0
19253,A1MB604LZW6EK5,Feeders,5.0
19254,A1MB69VZG83RWY,Flowers,5.0
19255,A1MB7NV4D07REV,Planters,5.0
19256,A1MB8O8ZFD57R9,Deer Off,3.0
19257,A1MBB8HJJDVD1W,Garden Hoses,3.0
19258,A1MBFUV5DZNEZQ,Traps,5.0
19259,A1MBL3AD8K1MQU,Garden Hoses,2.0
19260,A1MBLH2HV7D71X,Feeders,5.0
19261,A1MBLLKCV8W6FR,Feeders,5.0
19262,A1MBM8MEGSY9A8,Garden Hoses,5.0
19263,A1MBTUGV4YRELK,Garden Hoses,4.0
19264,A1MBVB3NZC6U9B,Traps,5.0
19265,A1MBVGUWDDXGQB,Garden Hoses,1.0
19266,A1MBVMF5WG51AL,Feeders,5.0
19267,A1MBXP3NZM2BUO,Hand Tools,4.0
19268,A1MBY7E10B0W3O,Planters,2.0
19269,A1MBZ1IC28IX7W,Feeders,5.0
19270,A1MC04JNV32M0N,Lures,1.0
19271,A1MC18DR4QR5FT,Feeders,1.0
19272,A1MC2TCG07KAI5,Feeders,4.0
19273,A1MC3XSY4T6SNS,Garden Hoses,5.0
19274,A1MC4BC6KGDTAB,Cacti & Succulents,5.0
19275,A1MC4DYTO4663B,Garden Hoses,4.0
19276,A1MC4VIX95UT3O,Traps,5.0
19277,A1MC5LNDC1AFSQ,Garden Hoses,3.0
19278,A1MC5VRGGWVU5A,Planters,2.0
19279,A1MC5VRGGWVU5A,Traps,5.0
19280,A1MC5YAN9W81DV,Traps,5.0
19281,A1MC6BFHWY6WC3,Feeders,4.833333333333333
19282,A1MC6BFHWY6WC3,Garden Hoses,4.5
19283,A1MC6BFHWY6WC3,Stands,3.0
19284,A1MC6BFHWY6WC3,Traps,5.0
19285,A1MC8E7CJ9CO9Y,Hooks & Hangers,5.0
19286,A1MCATWOOS9RB9,Traps,5.0
19287,A1MCCBH5GLXLWQ,Feeders,1.0
19288,A1MCFIVOWMIKV8,Garden Hoses,1.0
19289,A1MCGVO09GF1KV,Traps,2.0
19290,A1MCK1Q0A5TKYR,Planters,5.0
19291,A1MCP91BTMSHKB,Garden Hoses,2.0
19292,A1MCPPOP2CQCF0,Traps,1.0
19293,A1MCRGS4GVF5N5,Flowers,5.0
19294,A1MCSPK9PYUSKL,Feeders,5.0
19295,A1MCTIYPII1GZM,Flowers,1.0
19296,A1MCTRVBRLUBRQ,Traps,5.0
19297,A1MCV8CQY83L0Q,Feeders,4.0
19298,A1MCYAINDAMNO6,Stands,1.0
19299,A1MCZ7ORJ26WUW,Flowers,5.0
19300,A1MCZP242T1LVD,Planters,4.0
19301,A1MD3R3G05GMA8,Traps,5.0
19302,A1MD8HBTM0RV75,Feeders,5.0
19303,A1MD90GF9228G5,Traps,5.0
19304,A1MD9CDPSQYAXC,Stands,5.0
19305,A1MD9ZKQZRJ32X,Stands,5.0
19306,A1MDAFH309OEBP,Feeders,4.5
19307,A1MDBLFXZIO7ZM,Feeders,4.0
19308,A1MDG11T3EGKUC,Traps,5.0
19309,A1MDH2YT1090J5,Traps,1.0
19310,A1MDHK7XL4Q3CC,Stands,1.0
19311,A1MDK96531C1MN,Garden Hoses,5.0
19312,A1MDL79HPQ88QA,Traps,5.0
19313,A1MDNMW3HKMP5D,Feeders,5.0
19314,A1MDUZ9UXWM3HB,Planters,5.0
19315,A1MDV1SO19ZS8M,Planters,4.333333333333333
19316,A1MDVAKYSPFOJC,Garden Hoses,1.0
19317,A1MDW40P0SY6NN,Planters,5.0
19318,A1ME016NWXXRE0,Feeders,2.0
19319,A1ME0S7CU9V9UI,Feeders,5.0
19320,A1ME42OHINQSJC,Feeders,5.0
19321,A1ME4WPUFXMW24,Planters,5.0
19322,A1ME56B797PHSQ,Flowers,5.0
19323,A1ME7BIAJ9M768,Planters,5.0
19324,A1MEBNKH2HQ4UW,Traps,1.0
19325,A1MEFBU2V5Y302,Garden Hoses,5.0
19326,A1MEGBVXEEJQB4,Flowers,5.0
19327,A1MEHRPGO8KKGA,Stands,5.0
19328,A1MEIHTGIV8PZS,Feeders,5.0
19329,A1MEKS65L1N4NL,Hand Tools,4.0
19330,A1MEKUYN0HMFK7,Flowers,1.0
19331,A1MEM8JIL831WQ,Feeders,4.0
19332,A1MEMFUBKXP32V,Cacti & Succulents,5.0
19333,A1MEMFUBKXP32V,Traps,4.0
19334,A1MEQKHGUTDJMD,Hooks & Hangers,5.0
19335,A1MEQMAD0K4GQO,Cacti & Succulents,3.0
19336,A1MEQUIVA6Y2KE,Planters,1.0
19337,A1MEQXVWF0ACRF,Planters,5.0
19338,A1MEU6LTPUREUF,Flowers,3.0
19339,A1MEYZRQU2WFV8,Traps,5.0
19340,A1MF3STNEU01C1,Lures,5.0
19341,A1MF5ZH0YPE6U1,Traps,5.0
19342,A1MF7BJF95JK55,Flowers,1.0
19343,A1MF89YJC1KX6U,Planters,2.0
19344,A1MF8MIAPKTYXR,Feeders,4.0
19345,A1MF9DIBTFLJCA,Garden Hoses,5.0
19346,A1MFAPJZIW9TPA,Feeders,5.0
19347,A1MFAPVBW9BEGD,Feeders,4.5
19348,A1MFAPVBW9BEGD,Traps,2.3333333333333335
19349,A1MFER7F0ZA6GE,Garden Hoses,1.0
19350,A1MFH03LO0F3JC,Planters,5.0
19351,A1MFN0HDI9SWII,Planters,4.0
19352,A1MFQ4X75G6H6G,Flowers,1.0
19353,A1MFUOLLOTDQUD,Planters,4.0
19354,A1MFVWJNEO61FO,Traps,5.0
19355,A1MFWV9MWXCBOI,Traps,5.0
19356,A1MFYUCZ8FD7B4,Lures,5.0
